raw,baseline,delta,current
1783834487260,1783834487260,0.0,7.66
1783834487260,1783834487260,0.0,5.91
1783834487260,1783834487260,0.0,6.42
1783834487260,1783834487260,0.0,7.38
1783834487260,1783834487260,0.0,1.96
1783834487260,1783834487260,0.0,1.9
1783834487260,1783834487260,0.0,6.47
1783834487260,1783834487260,0.0,7.17
1783834487260,1783834487260,0.0,5.37
1783834487260,1783834487260,0.0,1.27
1783834487260,1783834487260,0.0,2.74
1783834487260,1783834487260,0.0,5.29
1783834487260,1783834487260,0.0,5.09
1783834487260,1783834487260,0.0,1.1
1783834487260,1783834487260,0.0,5.18
1783834487260,1783834487260,0.0,4.38
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,11.65
1783834487260,1783834487260,0.0,2.69
1783834487260,1783834487260,0.0,1.59
1783834487260,1783834487260,0.0,6.5
1783834487260,1783834487260,0.0,1.08
1783834487260,1783834487260,0.0,4.88
1783834487260,1783834487260,0.0,5.53
1783834487260,1783834487260,0.0,5.72
1783834487260,1783834487260,0.0,0.89
1783834487260,1783834487260,0.0,4.41
1783834487260,1783834487260,0.0,2.0
1783834487260,1783834487260,0.0,6.07
1783834487260,1783834487260,0.0,6.35
1783834487260,1783834487260,0.0,6.84
1783834487260,1783834487260,0.0,-0.13
1783834487260,1783834487260,0.0,6.29
1783834487260,1783834487260,0.0,1.1
1783834487260,1783834487260,0.0,5.55
1783834487260,1783834487260,0.0,4.84
1783834487260,1783834487260,0.0,1.03
1783834487260,1783834487260,0.0,3.79
1783834487260,1783834487260,0.0,5.74
1783834487260,1783834487260,0.0,7.24
1783834487260,1783834487260,0.0,0.97
1783834487260,1783834487260,0.0,6.12
1783834487260,1783834487260,0.0,5.91
1783834487260,1783834487260,0.0,0.87
1783834487260,1783834487260,0.0,3.21
1783834487260,1783834487260,0.0,1.21
1783834487260,1783834487260,0.0,5.82
1783834487260,1783834487260,0.0,6.56
1783834487260,1783834487260,0.0,0.32
1783834487260,1783834487260,0.0,6.32
1783834487260,1783834487260,0.0,7.35
1783834487260,1783834487260,0.0,1.16
1783834487260,1783834487260,0.0,1.96
1783834487260,1783834487260,0.0,6.11
1783834487260,1783834487260,0.0,1.25
1783834487260,1783834487260,0.0,0.86
1783834487260,1783834487260,0.0,6.44
1783834487260,1783834487260,0.0,0.15
1783834487260,1783834487260,0.0,5.7
1783834487260,1783834487260,0.0,7.37
1783834487260,1783834487260,0.0,0.86
1783834496459,1783834496459,0.0,3.52
1783834496459,1783834496459,0.0,1.49
1783834496459,1783834496459,0.0,5.71
1783834496459,1783834496459,0.0,6.14
1783834496459,1783834496459,0.0,0.37
1783834496459,1783834496459,0.0,5.62
1783834496459,1783834496459,0.0,0.96
1783834496459,1783834496459,0.0,6.28
1783834496459,1783834496459,0.0,2.29
1783834496459,1783834496459,0.0,3.0
1783834496459,1783834496459,0.0,0.85
1783834496459,1783834496459,0.0,4.73
1783834496459,1783834496459,0.0,7.13
1783834496459,1783834496459,0.0,0.23
1783834496459,1783834496459,0.0,-0.04
1783834496459,1783834496459,0.0,-0.03
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.05
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.04
1783834496459,1783834496459,0.0,16.19
1783834496459,1783834496459,0.0,8.4
1783834496459,1783834496459,0.0,4.03
1783834496459,1783834496459,0.0,2.47
1783834496459,1783834496459,0.0,1.83
1783834496459,1783834496459,0.0,7.24
1783834496459,1783834496459,0.0,1.64
1783834496459,1783834496459,0.0,4.26
1783834496459,1783834496459,0.0,5.15
1783834496459,1783834496459,0.0,3.39
1783834496459,1783834496459,0.0,5.21
1783834496459,1783834496459,0.0,2.81
1783834496459,1783834496459,0.0,2.35
1783834496459,1783834496459,0.0,0.26
1783834496459,1783834496459,0.0,4.32
1783834496459,1783834496459,0.0,0.98
1783834496459,1783834496459,0.0,0.95
1783834496459,1783834496459,0.0,5.6
1783834496459,1783834496459,0.0,-0.03
1783834496459,1783834496459,0.0,-0.04
1783834496459,1783834496459,0.0,-0.03
1783834496459,1783834496459,0.0,0.0
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.03
1783834496459,1783834496459,0.0,8.41
1783834496459,1783834496459,0.0,3.49
1783834496459,1783834496459,0.0,6.83
1783834496459,1783834496459,0.0,6.7
1783834496459,1783834496459,0.0,1.46
1783834496459,1783834496459,0.0,5.1
1783834496459,1783834496459,0.0,4.29
1783834496459,1783834496459,0.0,5.13
1783834496459,1783834496459,0.0,5.77
1783834496459,1783834496459,0.0,6.24
1783834496459,1783834496459,0.0,5.16
1783834496459,1783834496459,0.0,1.52
1783834496459,1783834496459,0.0,3.75
1783834496459,1783834496459,0.0,0.83
1783834496459,1783834496459,0.0,3.86
1783834496459,1783834496459,0.0,-0.06
1783834496459,1783834496459,0.0,-0.01
1783834496459,1783834496459,0.0,0.0
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.04
1783834496459,1783834496459,0.0,-0.03
1783834496459,1783834496459,0.0,-0.04
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.01
1783834496459,1783834496459,0.0,17.29
1783834496459,1783834496459,0.0,10.73
1783834496459,1783834496459,0.0,11.18
1783834496459,1783834496459,0.0,3.26
1783834496459,1783834496459,0.0,6.73
1783834496459,1783834496459,0.0,7.34
1783834496459,1783834496459,0.0,1.72
1783834496459,1783834496459,0.0,2.07
1783834496459,1783834496459,0.0,5.88
1783834496459,1783834496459,0.0,6.59
1783834496459,1783834496459,0.0,0.57
1783834496459,1783834496459,0.0,6.12
1783834496459,1783834496459,0.0,0.61
1783834496459,1783834496459,0.0,5.66
1783834496459,1783834496459,0.0,0.27
1783834496459,1783834496459,0.0,6.23
1783834496459,1783834496459,0.0,6.16
1783834496459,1783834496459,0.0,1.27
1783834496459,1783834496459,0.0,4.77
1783834496459,1783834496459,0.0,1.33
1783834496459,1783834496459,0.0,4.47
1783834496459,1783834496459,0.0,-0.01
1783834496459,1783834496459,0.0,-0.01
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.03
1783834496459,1783834496459,0.0,8.5
1783834496459,1783834496459,0.0,2.9
1783834496459,1783834496459,0.0,7.95
1783834496459,1783834496459,0.0,1.79
1783834496459,1783834496459,0.0,4.3
1783834496459,1783834496459,0.0,1.35
1783834496459,1783834496459,0.0,6.51
1783834496459,1783834496459,0.0,3.96
1783834496459,1783834496459,0.0,0.82
1783834496459,1783834496459,0.0,3.64
1783834496459,1783834496459,0.0,1.19
1783834496459,1783834496459,0.0,5.95
1783834496459,1783834496459,0.0,6.1
1783834496459,1783834496459,0.0,-0.02
1783834496459,1783834496459,0.0,-0.03
1783834496459,1783834496459,0.0,-0.01
1783834496459,1783834496459,0.0,11.03
1783834496459,1783834496459,0.0,8.62
1783834496459,1783834496459,0.0,6.55
1783834496459,1783834496459,0.0,7.41
1783834496459,1783834496459,0.0,2.64
1783834496459,1783834496459,0.0,1.44
1783834496459,1783834496459,0.0,3.32
1783834496459,1783834496459,0.0,3.89
1783834496459,1783834496459,0.0,0.99
1783834496459,1783834496459,0.0,4.84
1783834496459,1783834496459,0.0,5.37
1783834496459,1783834496459,0.0,1.29
1783834496459,1783834496459,0.0,3.05
1783834496459,1783834496459,0.0,5.08
1783834496459,1783834496459,0.0,3.98
1783834496459,1783834496459,0.0,2.46
1783834501896,1783834501896,0.0,6.0
1783834501896,1783834501896,0.0,1.7
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.05
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,6.41
1783834501896,1783834501896,0.0,3.97
1783834501896,1783834501896,0.0,2.59
1783834501896,1783834501896,0.0,1.94
1783834501896,1783834501896,0.0,4.95
1783834501896,1783834501896,0.0,6.01
1783834501896,1783834501896,0.0,0.39
1783834501896,1783834501896,0.0,6.47
1783834501896,1783834501896,0.0,6.05
1783834501896,1783834501896,0.0,0.76
1783834501896,1783834501896,0.0,3.25
1783834501896,1783834501896,0.0,5.54
1783834501896,1783834501896,0.0,0.56
1783834501896,1783834501896,0.0,4.26
1783834501896,1783834501896,0.0,5.12
1783834501896,1783834501896,0.0,4.46
1783834501896,1783834501896,0.0,1.32
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.04
1783834501896,1783834501896,0.0,-0.04
1783834501896,1783834501896,0.0,-0.01
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,15.7
1783834501896,1783834501896,0.0,10.57
1783834501896,1783834501896,0.0,2.96
1783834501896,1783834501896,0.0,2.27
1783834501896,1783834501896,0.0,1.44
1783834501896,1783834501896,0.0,4.05
1783834501896,1783834501896,0.0,6.38
1783834501896,1783834501896,0.0,1.46
1783834501896,1783834501896,0.0,5.55
1783834501896,1783834501896,0.0,5.77
1783834501896,1783834501896,0.0,4.52
1783834501896,1783834501896,0.0,0.36
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,0.01
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,11.87
1783834501896,1783834501896,0.0,9.56
1783834501896,1783834501896,0.0,7.27
1783834501896,1783834501896,0.0,5.63
1783834501896,1783834501896,0.0,6.92
1783834501896,1783834501896,0.0,5.93
1783834501896,1783834501896,0.0,5.87
1783834501896,1783834501896,0.0,6.13
1783834501896,1783834501896,0.0,7.56
1783834501896,1783834501896,0.0,5.26
1783834501896,1783834501896,0.0,2.92
1783834501896,1783834501896,0.0,4.75
1783834501896,1783834501896,0.0,-0.01
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,5.23
1783834501896,1783834501896,0.0,9.88
1783834501896,1783834501896,0.0,3.31
1783834501896,1783834501896,0.0,2.04
1783834501896,1783834501896,0.0,1.83
1783834501896,1783834501896,0.0,6.0
1783834501896,1783834501896,0.0,5.68
1783834501896,1783834501896,0.0,6.22
1783834501896,1783834501896,0.0,0.25
1783834501896,1783834501896,0.0,5.97
1783834501896,1783834501896,0.0,1.0
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,-0.01
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,11.96
1783834501896,1783834501896,0.0,10.12
1783834501896,1783834501896,0.0,8.2
1783834501896,1783834501896,0.0,7.17
1783834501896,1783834501896,0.0,4.39
1783834501896,1783834501896,0.0,1.0
1783834501896,1783834501896,0.0,4.04
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,-0.01
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.01
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,-0.01
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,0.0
1783834501896,1783834501896,0.0,19.57
1783834501896,1783834501896,0.0,11.04
1783834501896,1783834501896,0.0,6.22
1783834501896,1783834501896,0.0,8.02
1783834501896,1783834501896,0.0,6.86
1783834501896,1783834501896,0.0,6.38
1783834501896,1783834501896,0.0,3.88
1783834501896,1783834501896,0.0,2.21
1783834501896,1783834501896,0.0,1.34
1783834501896,1783834501896,0.0,4.02
1783834501896,1783834501896,0.0,2.24
1783834501896,1783834501896,0.0,3.36
1783834501896,1783834501896,0.0,2.69
1783834501896,1783834501896,0.0,-0.02
1783834501896,1783834501896,0.0,9.84
1783834501896,1783834501896,0.0,3.04
1783834501896,1783834501896,0.0,2.32
1783834501896,1783834501896,0.0,5.89
1783834501896,1783834501896,0.0,7.39
1783834501896,1783834501896,0.0,1.44
1783834501896,1783834501896,0.0,4.11
1783834501896,1783834501896,0.0,5.56
1783834501896,1783834501896,0.0,3.77
1783834501896,1783834501896,0.0,0.91
1783834501896,1783834501896,0.0,4.12
1783834501896,1783834501896,0.0,1.99
1783834501896,1783834501896,0.0,0.94
1783834501896,1783834501896,0.0,3.62
1783834501896,1783834501896,0.0,5.33
1783834501896,1783834501896,0.0,-0.01
1783834501896,1783834501896,0.0,-0.05
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,-0.03
1783834501896,1783834501896,0.0,0.0
1783834506133,1783834506133,0.0,-0.04
1783834506133,1783834506133,0.0,9.83
1783834506133,1783834506133,0.0,12.28
1783834506133,1783834506133,0.0,7.92
1783834506133,1783834506133,0.0,7.13
1783834506133,1783834506133,0.0,5.48
1783834506133,1783834506133,0.0,7.02
1783834506133,1783834506133,0.0,0.8
1783834506133,1783834506133,0.0,6.38
1783834506133,1783834506133,0.0,4.6
1783834506133,1783834506133,0.0,3.67
1783834506133,1783834506133,0.0,4.07
1783834506133,1783834506133,0.0,5.33
1783834506133,1783834506133,0.0,1.54
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,-0.03
1783834506133,1783834506133,0.0,-0.01
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,-0.04
1783834506133,1783834506133,0.0,9.22
1783834506133,1783834506133,0.0,7.83
1783834506133,1783834506133,0.0,10.08
1783834506133,1783834506133,0.0,8.36
1783834506133,1783834506133,0.0,7.23
1783834506133,1783834506133,0.0,6.38
1783834506133,1783834506133,0.0,6.03
1783834506133,1783834506133,0.0,4.05
1783834506133,1783834506133,0.0,0.37
1783834506133,1783834506133,0.0,6.3
1783834506133,1783834506133,0.0,6.4
1783834506133,1783834506133,0.0,-0.03
1783834506133,1783834506133,0.0,-0.03
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,12.32
1783834506133,1783834506133,0.0,10.4
1783834506133,1783834506133,0.0,7.81
1783834506133,1783834506133,0.0,5.89
1783834506133,1783834506133,0.0,6.73
1783834506133,1783834506133,0.0,0.88
1783834506133,1783834506133,0.0,6.58
1783834506133,1783834506133,0.0,0.31
1783834506133,1783834506133,0.0,7.55
1783834506133,1783834506133,0.0,1.13
1783834506133,1783834506133,0.0,4.14
1783834506133,1783834506133,0.0,5.75
1783834506133,1783834506133,0.0,-0.03
1783834506133,1783834506133,0.0,-0.01
1783834506133,1783834506133,0.0,-0.03
1783834506133,1783834506133,0.0,-0.01
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,13.17
1783834506133,1783834506133,0.0,7.64
1783834506133,1783834506133,0.0,6.88
1783834506133,1783834506133,0.0,5.81
1783834506133,1783834506133,0.0,0.77
1783834506133,1783834506133,0.0,3.24
1783834506133,1783834506133,0.0,5.98
1783834506133,1783834506133,0.0,7.02
1783834506133,1783834506133,0.0,0.6
1783834506133,1783834506133,0.0,6.01
1783834506133,1783834506133,0.0,0.83
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,-0.01
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,-0.01
1783834506133,1783834506133,0.0,13.26
1783834506133,1783834506133,0.0,9.38
1783834506133,1783834506133,0.0,5.95
1783834506133,1783834506133,0.0,5.34
1783834506133,1783834506133,0.0,6.83
1783834506133,1783834506133,0.0,3.64
1783834506133,1783834506133,0.0,1.42
1783834506133,1783834506133,0.0,1.67
1783834506133,1783834506133,0.0,5.86
1783834506133,1783834506133,0.0,6.08
1783834506133,1783834506133,0.0,5.21
1783834506133,1783834506133,0.0,4.28
1783834506133,1783834506133,0.0,1.19
1783834506133,1783834506133,0.0,6.33
1783834506133,1783834506133,0.0,5.94
1783834506133,1783834506133,0.0,3.93
1783834506133,1783834506133,0.0,5.47
1783834506133,1783834506133,0.0,4.33
1783834506133,1783834506133,0.0,5.25
1783834506133,1783834506133,0.0,5.75
1783834506133,1783834506133,0.0,5.97
1783834506133,1783834506133,0.0,-0.01
1783834506133,1783834506133,0.0,-0.02
1783834506133,1783834506133,0.0,0.0
1783834506133,1783834506133,0.0,7.93
1783834506133,1783834506133,0.0,5.87
1783834506133,1783834506133,0.0,5.42
1783834506133,1783834506133,0.0,5.42
1783834506133,1783834506133,0.0,7.65
1783834506133,1783834506133,0.0,1.34
1783834506133,1783834506133,0.0,3.89
1783834506133,1783834506133,0.0,6.83
1783834506133,1783834506133,0.0,1.3
1783834506133,1783834506133,0.0,3.27
1783834506133,1783834506133,0.0,1.53
1783834506133,1783834506133,0.0,6.51
1783834506133,1783834506133,0.0,7.15
1783834506133,1783834506133,0.0,0.34
1783834506133,1783834506133,0.0,5.0
1783834506133,1783834506133,0.0,5.35
1783834506133,1783834506133,0.0,5.57
1783834506133,1783834506133,0.0,5.45
1783834506133,1783834506133,0.0,5.18
1783834506133,1783834506133,0.0,5.84
1783834506133,1783834506133,0.0,1.3
1783834506133,1783834506133,0.0,5.86
1783834506133,1783834506133,0.0,6.1
1783834506133,1783834506133,0.0,4.1
1783834506133,1783834506133,0.0,5.54
1783834506133,1783834506133,0.0,4.0
1783834506133,1783834506133,0.0,0.75
1783834506133,1783834506133,0.0,6.04
1783834506133,1783834506133,0.0,1.58
1783834506133,1783834506133,0.0,4.08
1783834506133,1783834506133,0.0,6.3
1783834506133,1783834506133,0.0,0.91
1783834506133,1783834506133,0.0,1.13
1783834506133,1783834506133,0.0,4.99
1783834506133,1783834506133,0.0,5.66
1783834506133,1783834506133,0.0,4.55
1783834506133,1783834506133,0.0,7.11
1783834506133,1783834506133,0.0,5.4
1783834530500,1783834530500,0.0,-0.04
1783834530500,1783834530500,0.0,-0.03
1783834530500,1783834530500,0.0,-0.01
1783834530500,1783834530500,0.0,-0.01
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,-0.04
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,-0.01
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,-0.04
1783834530500,1783834530500,0.0,-0.03
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,-0.03
1783834530500,1783834530500,0.0,-0.03
1783834530500,1783834530500,0.0,-0.03
1783834530500,1783834530500,0.0,-0.03
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,-0.05
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,-0.01
1783834530500,1783834530500,0.0,-0.01
1783834530500,1783834530500,0.0,0.0
1783834530500,1783834530500,0.0,-0.04
1783834530500,1783834530500,0.0,-0.02
1783834530500,1783834530500,0.0,81.71
1783834530500,1783834530500,0.0,31.52
1783834530500,1783834530500,0.0,16.11
1783834530500,1783834530500,0.0,9.94
1783834530500,1783834530500,0.0,7.41
1783834530500,1783834530500,0.0,6.74
1783834530500,1783834530500,0.0,7.85
1783834530500,1783834530500,0.0,1.55
1783834530500,1783834530500,0.0,5.42
1783834530500,1783834530500,0.0,2.44
1783834530500,1783834530500,0.0,2.16
1783834530500,1783834530500,0.0,5.05
1783834530500,1783834530500,0.0,5.19
1783834530500,1783834530500,0.0,1.36
1783834530500,1783834530500,0.0,6.2
1783834530500,1783834530500,0.0,6.23
1783834530500,1783834530500,0.0,0.4
1783834530500,1783834530500,0.0,5.27
1783834530500,1783834530500,0.0,0.67
1783834530500,1783834530500,0.0,5.63
1783834530500,1783834530500,0.0,5.94
1783834530500,1783834530500,0.0,0.78
1783834530500,1783834530500,0.0,2.69
1783834530500,1783834530500,0.0,2.31
1783834530500,1783834530500,0.0,5.47
1783834530500,1783834530500,0.0,4.7
1783834530500,1783834530500,0.0,4.76
1783834530500,1783834530500,0.0,2.48
1783834530500,1783834530500,0.0,3.04
1783834530500,1783834530500,0.0,5.48
1783834530500,1783834530500,0.0,4.37
1783834530500,1783834530500,0.0,5.23
1783834530500,1783834530500,0.0,5.48
1783834530500,1783834530500,0.0,4.2
1783834530500,1783834530500,0.0,1.11
1783834530500,1783834530500,0.0,3.28
1783834530500,1783834530500,0.0,2.46
1783834530500,1783834530500,0.0,5.57
1783834530500,1783834530500,0.0,0.36
1783834530500,1783834530500,0.0,6.27
1783834530500,1783834530500,0.0,0.12
1783834530500,1783834530500,0.0,6.23
1783834530500,1783834530500,0.0,6.54
1783834530500,1783834530500,0.0,0.43
1783834530500,1783834530500,0.0,5.43
1783834530500,1783834530500,0.0,4.68
1783834530500,1783834530500,0.0,0.88
1783834530500,1783834530500,0.0,3.49
1783834530500,1783834530500,0.0,2.2
1783834530500,1783834530500,0.0,0.71
1783834530500,1783834530500,0.0,4.59
1783834530500,1783834530500,0.0,6.64
1783834530500,1783834530500,0.0,0.01
1783834530500,1783834530500,0.0,6.26
1783834530500,1783834530500,0.0,6.7
1783834530500,1783834530500,0.0,0.68
1783834530500,1783834530500,0.0,4.61
1783834530500,1783834530500,0.0,4.84
1783834530500,1783834530500,0.0,1.9
1783834530500,1783834530500,0.0,4.98
1783834530500,1783834530500,0.0,0.92
1783834530500,1783834530500,0.0,3.15
1783834530500,1783834530500,0.0,0.94
1783834530500,1783834530500,0.0,4.83
1783834530500,1783834530500,0.0,1.05
1783834530500,1783834530500,0.0,5.84
1783834530500,1783834530500,0.0,5.37
1783834530500,1783834530500,0.0,0.65
1783834530500,1783834530500,0.0,6.11
1783834530500,1783834530500,0.0,3.94
1783834530500,1783834530500,0.0,5.49
1783834530500,1783834530500,0.0,3.84
1783834530500,1783834530500,0.0,5.46
1783834530500,1783834530500,0.0,5.11
1783834530500,1783834530500,0.0,7.49
1783834530500,1783834530500,0.0,0.55
1783834530500,1783834530500,0.0,4.0
1783834530500,1783834530500,0.0,3.54
1783834530500,1783834530500,0.0,4.4
1783834530500,1783834530500,0.0,0.81
1783834530500,1783834530500,0.0,0.34
1783834530500,1783834530500,0.0,5.02
1783834530500,1783834530500,0.0,5.39
1783834530500,1783834530500,0.0,2.08
1783834530500,1783834530500,0.0,1.62
1783834530500,1783834530500,0.0,5.83
1783834530500,1783834530500,0.0,6.71
1783834530500,1783834530500,0.0,6.22
1783834530500,1783834530500,0.0,5.26
1783834530500,1783834530500,0.0,4.28
1783834530500,1783834530500,0.0,4.96
1783834530500,1783834530500,0.0,3.91
1783834530500,1783834530500,0.0,1.59
1783834530500,1783834530500,0.0,6.0
1783834530500,1783834530500,0.0,1.73
1783834530500,1783834530500,0.0,5.95
1783834530500,1783834530500,0.0,6.57
1783834530500,1783834530500,0.0,6.34
1783834530500,1783834530500,0.0,0.78
1783834530500,1783834530500,0.0,4.27
1783834530500,1783834530500,0.0,4.55
1783834530500,1783834530500,0.0,4.93
1783834530500,1783834530500,0.0,5.35
1783834565970,1783834565970,0.0,1.42
