1783834470300,1783834470300,0.0,1.74
1783834470300,1783834470300,0.0,4.74
1783834470300,1783834470300,0.0,5.27
1783834470300,1783834470300,0.0,1.67
1783834470300,1783834470300,0.0,2.56
1783834470300,1783834470300,0.0,6.07
1783834470300,1783834470300,0.0,0.73
1783834470300,1783834470300,0.0,6.23
1783834470300,1783834470300,0.0,6.2
1783834470300,1783834470300,0.0,2.26
1783834470300,1783834470300,0.0,3.62
1783834470300,1783834470300,0.0,0.81
1783834470300,1783834470300,0.0,5.07
1783834470300,1783834470300,0.0,6.93
1783834470300,1783834470300,0.0,3.01
1783834470300,1783834470300,0.0,5.38
1783834470300,1783834470300,0.0,2.32
1783834470300,1783834470300,0.0,6.75
1783834470300,1783834470300,0.0,5.32
1783834470300,1783834470300,0.0,3.89
1783834470300,1783834470300,0.0,5.21
1783834470300,1783834470300,0.0,5.99
1783834470300,1783834470300,0.0,5.62
1783834470300,1783834470300,0.0,5.21
1783834470300,1783834470300,0.0,1.81
1783834470300,1783834470300,0.0,6.55
1783834470300,1783834470300,0.0,6.19
1783834470300,1783834470300,0.0,7.05
1783834470300,1783834470300,0.0,0.66
1783834470300,1783834470300,0.0,5.74
1783834470300,1783834470300,0.0,5.44
1783834470300,1783834470300,0.0,5.71
1783834470300,1783834470300,0.0,2.67
1783834470300,1783834470300,0.0,6.79
1783834470300,1783834470300,0.0,0.63
1783834470300,1783834470300,0.0,3.87
1783834470300,1783834470300,0.0,0.58
1783834470300,1783834470300,0.0,5.99
1783834470300,1783834470300,0.0,7.02
1783834470300,1783834470300,0.0,1.22
1783834470300,1783834470300,0.0,5.54
1783834470300,1783834470300,0.0,4.71
1783834470300,1783834470300,0.0,5.64
1783834470300,1783834470300,0.0,5.86
1783834470300,1783834470300,0.0,6.15
1783834470300,1783834470300,0.0,4.6
1783834470300,1783834470300,0.0,6.4
1783834470300,1783834470300,0.0,0.72
1783834470300,1783834470300,0.0,5.92
1783834470300,1783834470300,0.0,5.05
1783834470300,1783834470300,0.0,1.46
1783834470300,1783834470300,0.0,5.01
1783834470300,1783834470300,0.0,3.28
1783834470300,1783834470300,0.0,0.93
1783834470300,1783834470300,0.0,5.74
1783834470300,1783834470300,0.0,6.15
1783834470300,1783834470300,0.0,1.19
1783834470300,1783834470300,0.0,4.25
1783834470300,1783834470300,0.0,5.68
1783834470300,1783834470300,0.0,4.95
1783834470300,1783834470300,0.0,0.28
1783834470300,1783834470300,0.0,6.29
1783834470300,1783834470300,0.0,0.69
1783834470300,1783834470300,0.0,5.72
1783834470300,1783834470300,0.0,4.83
1783834470300,1783834470300,0.0,1.86
1783834470300,1783834470300,0.0,4.27
1783834470300,1783834470300,0.0,5.41
1783834470300,1783834470300,0.0,2.31
1783834470300,1783834470300,0.0,5.02
1783834470300,1783834470300,0.0,3.01
1783834470300,1783834470300,0.0,2.18
1783834470300,1783834470300,0.0,5.58
1783834470300,1783834470300,0.0,4.84
1783834470300,1783834470300,0.0,1.28
1783834470300,1783834470300,0.0,6.2
1783834470300,1783834470300,0.0,0.14
1783834470300,1783834470300,0.0,6.17
1783834470300,1783834470300,0.0,7.22
1783834470300,1783834470300,0.0,1.55
1783834470300,1783834470300,0.0,5.01
1783834470300,1783834470300,0.0,5.41
1783834470300,1783834470300,0.0,1.22
1783834470300,1783834470300,0.0,5.89
1783834470300,1783834470300,0.0,0.4
1783834470300,1783834470300,0.0,4.62
1783834470300,1783834470300,0.0,5.12
1783834470300,1783834470300,0.0,1.86
1783834470300,1783834470300,0.0,2.95
1783834470300,1783834470300,0.0,2.71
1783834470300,1783834470300,0.0,4.5
1783834470300,1783834470300,0.0,1.25
1783834470300,1783834470300,0.0,6.27
1783834470300,1783834470300,0.0,6.71
1783834470300,1783834470300,0.0,0.83
1783834470300,1783834470300,0.0,5.88
1783834470300,1783834470300,0.0,5.5
1783834470300,1783834470300,0.0,1.86
1783834470300,1783834470300,0.0,2.53
1783834470300,1783834470300,0.0,2.53
1783834470300,1783834470300,0.0,1.84
1783834470300,1783834470300,0.0,6.15
1783834470300,1783834470300,0.0,6.29
1783834470300,1783834470300,0.0,5.81
1783834470300,1783834470300,0.0,0.62
1783834470300,1783834470300,0.0,3.43
1783834470300,1783834470300,0.0,5.39
1783834470300,1783834470300,0.0,5.33
1783834470300,1783834470300,0.0,0.97
1783834470300,1783834470300,0.0,4.86
1783834470300,1783834470300,0.0,0.95
1783834470300,1783834470300,0.0,0.96
1783834470300,1783834470300,0.0,5.74
1783834470300,1783834470300,0.0,3.15
1783834470300,1783834470300,0.0,5.55
1783834470300,1783834470300,0.0,3.01
1783834470300,1783834470300,0.0,5.3
1783834470300,1783834470300,0.0,5.58
1783834470300,1783834470300,0.0,1.89
1783834470300,1783834470300,0.0,5.96
1783834470300,1783834470300,0.0,0.94
1783834470300,1783834470300,0.0,6.37
1783834470300,1783834470300,0.0,7.04
1783834470300,1783834470300,0.0,0.44
1783834470300,1783834470300,0.0,4.95
1783834470300,1783834470300,0.0,5.04
1783834470300,1783834470300,0.0,4.74
1783834470300,1783834470300,0.0,4.5
1783834473459,1783834473459,0.0,6.57
1783834473459,1783834473459,0.0,0.69
1783834473459,1783834473459,0.0,6.25
1783834473459,1783834473459,0.0,6.48
1783834473459,1783834473459,0.0,1.99
1783834473459,1783834473459,0.0,4.8
1783834473459,1783834473459,0.0,6.34
1783834473459,1783834473459,0.0,0.82
1783834473459,1783834473459,0.0,6.02
1783834473459,1783834473459,0.0,6.65
1783834473459,1783834473459,0.0,0.48
1783834473459,1783834473459,0.0,4.7
1783834473459,1783834473459,0.0,4.98
1783834473459,1783834473459,0.0,2.46
1783834473459,1783834473459,0.0,2.22
1783834473459,1783834473459,0.0,6.24
1783834473459,1783834473459,0.0,7.36
1783834473459,1783834473459,0.0,0.85
1783834473459,1783834473459,0.0,7.12
1783834473459,1783834473459,0.0,0.46
1783834473459,1783834473459,0.0,3.29
1783834473459,1783834473459,0.0,0.56
1783834473459,1783834473459,0.0,5.96
1783834473459,1783834473459,0.0,0.62
1783834473459,1783834473459,0.0,6.09
1783834473459,1783834473459,0.0,3.09
1783834473459,1783834473459,0.0,1.28
1783834473459,1783834473459,0.0,2.84
1783834473459,1783834473459,0.0,5.94
1783834473459,1783834473459,0.0,6.2
1783834473459,1783834473459,0.0,0.47
1783834473459,1783834473459,0.0,5.32
1783834473459,1783834473459,0.0,4.99
1783834473459,1783834473459,0.0,5.96
1783834473459,1783834473459,0.0,7.45
1783834473459,1783834473459,0.0,1.16
1783834473459,1783834473459,0.0,4.88
1783834473459,1783834473459,0.0,1.04
1783834473459,1783834473459,0.0,4.07
1783834473459,1783834473459,0.0,5.75
1783834473459,1783834473459,0.0,5.61
1783834473459,1783834473459,0.0,0.2
1783834473459,1783834473459,0.0,6.11
1783834473459,1783834473459,0.0,5.46
1783834473459,1783834473459,0.0,2.33
1783834473459,1783834473459,0.0,1.18
1783834473459,1783834473459,0.0,5.03
1783834473459,1783834473459,0.0,4.83
1783834473459,1783834473459,0.0,1.66
1783834473459,1783834473459,0.0,5.46
1783834473459,1783834473459,0.0,6.06
1783834473459,1783834473459,0.0,6.45
1783834473459,1783834473459,0.0,5.56
1783834473459,1783834473459,0.0,4.53
1783834473459,1783834473459,0.0,6.23
1783834473459,1783834473459,0.0,0.36
1783834473459,1783834473459,0.0,5.71
1783834473459,1783834473459,0.0,5.28
1783834473459,1783834473459,0.0,-0.01
1783834473459,1783834473459,0.0,1.64
1783834473459,1783834473459,0.0,5.32
1783834473459,1783834473459,0.0,0.62
1783834473459,1783834473459,0.0,6.6
1783834473459,1783834473459,0.0,0.36
1783834473459,1783834473459,0.0,3.02
1783834473459,1783834473459,0.0,0.63
1783834473459,1783834473459,0.0,5.86
1783834473459,1783834473459,0.0,6.57
1783834473459,1783834473459,0.0,5.18
1783834473459,1783834473459,0.0,3.28
1783834473459,1783834473459,0.0,5.26
1783834473459,1783834473459,0.0,4.76
1783834473459,1783834473459,0.0,0.92
1783834473459,1783834473459,0.0,6.26
1783834473459,1783834473459,0.0,0.02
1783834473459,1783834473459,0.0,0.61
1783834473459,1783834473459,0.0,3.35
1783834473459,1783834473459,0.0,5.54
1783834473459,1783834473459,0.0,5.84
1783834473459,1783834473459,0.0,0.46
1783834473459,1783834473459,0.0,6.0
1783834473459,1783834473459,0.0,3.77
1783834473459,1783834473459,0.0,1.55
1783834473459,1783834473459,0.0,1.06
1783834473459,1783834473459,0.0,5.18
1783834473459,1783834473459,0.0,2.52
1783834473459,1783834473459,0.0,3.15
1783834473459,1783834473459,0.0,2.02
1783834473459,1783834473459,0.0,5.9
1783834473459,1783834473459,0.0,6.73
1783834473459,1783834473459,0.0,0.13
1783834473459,1783834473459,0.0,4.15
1783834473459,1783834473459,0.0,0.2
1783834473459,1783834473459,0.0,5.73
1783834473459,1783834473459,0.0,1.95
1783834473459,1783834473459,0.0,5.87
1783834473459,1783834473459,0.0,7.11
1783834473459,1783834473459,0.0,1.24
1783834473459,1783834473459,0.0,3.3
1783834473459,1783834473459,0.0,0.88
1783834473459,1783834473459,0.0,3.5
1783834473459,1783834473459,0.0,0.73
1783834473459,1783834473459,0.0,6.29
1783834473459,1783834473459,0.0,3.43
1783834473459,1783834473459,0.0,5.94
1783834473459,1783834473459,0.0,6.37
1783834473459,1783834473459,0.0,0.06
1783834473459,1783834473459,0.0,5.71
1783834473459,1783834473459,0.0,5.04
1783834473459,1783834473459,0.0,3.56
1783834473459,1783834473459,0.0,2.13
1783834473459,1783834473459,0.0,6.04
1783834473459,1783834473459,0.0,6.06
1783834473459,1783834473459,0.0,1.28
1783834473459,1783834473459,0.0,4.41
1783834473459,1783834473459,0.0,1.14
1783834473459,1783834473459,0.0,1.08
1783834473459,1783834473459,0.0,5.3
1783834473459,1783834473459,0.0,2.42
1783834473459,1783834473459,0.0,1.03
1783834473459,1783834473459,0.0,6.35
1783834473459,1783834473459,0.0,5.78
1783834473459,1783834473459,0.0,0.88
1783834473459,1783834473459,0.0,5.21
1783834473459,1783834473459,0.0,0.09
1783834473459,1783834473459,0.0,6.08
1783834473459,1783834473459,0.0,5.31
1783834473459,1783834473459,0.0,5.67
1783834478665,1783834478665,0.0,6.01
1783834478665,1783834478665,0.0,0.64
1783834478665,1783834478665,0.0,2.92
1783834478665,1783834478665,0.0,5.29
1783834478665,1783834478665,0.0,6.14
1783834478665,1783834478665,0.0,0.55
1783834478665,1783834478665,0.0,5.49
1783834478665,1783834478665,0.0,5.54
1783834478665,1783834478665,0.0,4.33
1783834478665,1783834478665,0.0,5.03
1783834478665,1783834478665,0.0,0.87
1783834478665,1783834478665,0.0,1.35
1783834478665,1783834478665,0.0,5.79
1783834478665,1783834478665,0.0,1.29
1783834478665,1783834478665,0.0,6.47
1783834478665,1783834478665,0.0,6.08
1783834478665,1783834478665,0.0,6.14
1783834478665,1783834478665,0.0,5.41
1783834478665,1783834478665,0.0,2.17
1783834478665,1783834478665,0.0,1.65
1783834478665,1783834478665,0.0,4.94
1783834478665,1783834478665,0.0,5.75
1783834478665,1783834478665,0.0,1.41
1783834478665,1783834478665,0.0,3.39
1783834478665,1783834478665,0.0,6.33
1783834478665,1783834478665,0.0,6.81
1783834478665,1783834478665,0.0,0.6
1783834478665,1783834478665,0.0,5.77
1783834478665,1783834478665,0.0,1.65
1783834478665,1783834478665,0.0,1.79
1783834478665,1783834478665,0.0,6.17
1783834478665,1783834478665,0.0,5.23
1783834478665,1783834478665,0.0,1.22
1783834478665,1783834478665,0.0,6.12
1783834478665,1783834478665,0.0,0.85
1783834478665,1783834478665,0.0,6.17
1783834478665,1783834478665,0.0,5.55
1783834478665,1783834478665,0.0,1.53
1783834478665,1783834478665,0.0,5.22
1783834478665,1783834478665,0.0,4.58
1783834478665,1783834478665,0.0,5.02
1783834478665,1783834478665,0.0,5.13
1783834478665,1783834478665,0.0,4.41
1783834478665,1783834478665,0.0,0.98
1783834478665,1783834478665,0.0,0.85
1783834478665,1783834478665,0.0,4.57
1783834478665,1783834478665,0.0,1.43
1783834478665,1783834478665,0.0,4.15
1783834478665,1783834478665,0.0,1.03
1783834478665,1783834478665,0.0,0.88
1783834478665,1783834478665,0.0,5.06
1783834478665,1783834478665,0.0,0.53
1783834478665,1783834478665,0.0,4.06
1783834478665,1783834478665,0.0,5.24
1783834478665,1783834478665,0.0,5.48
1783834478665,1783834478665,0.0,7.2
1783834478665,1783834478665,0.0,1.22
1783834478665,1783834478665,0.0,3.73
1783834478665,1783834478665,0.0,5.76
1783834478665,1783834478665,0.0,6.48
1783834478665,1783834478665,0.0,0.77
1783834478665,1783834478665,0.0,7.18
1783834478665,1783834478665,0.0,5.47
1783834478665,1783834478665,0.0,4.11
1783834478665,1783834478665,0.0,0.22
1783834478665,1783834478665,0.0,6.66
1783834478665,1783834478665,0.0,0.24
1783834478665,1783834478665,0.0,5.0
1783834478665,1783834478665,0.0,5.13
1783834478665,1783834478665,0.0,4.57
1783834478665,1783834478665,0.0,7.45
1783834478665,1783834478665,0.0,0.81
1783834478665,1783834478665,0.0,5.44
1783834478665,1783834478665,0.0,0.53
1783834478665,1783834478665,0.0,4.47
1783834478665,1783834478665,0.0,5.24
1783834478665,1783834478665,0.0,4.67
1783834478665,1783834478665,0.0,0.75
1783834478665,1783834478665,0.0,1.57
1783834478665,1783834478665,0.0,6.86
1783834478665,1783834478665,0.0,1.61
1783834478665,1783834478665,0.0,5.56
1783834478665,1783834478665,0.0,5.33
1783834478665,1783834478665,0.0,5.91
1783834478665,1783834478665,0.0,5.79
1783834478665,1783834478665,0.0,0.09
1783834478665,1783834478665,0.0,6.1
1783834478665,1783834478665,0.0,5.94
1783834478665,1783834478665,0.0,5.34
1783834478665,1783834478665,0.0,6.08
1783834478665,1783834478665,0.0,6.92
1783834478665,1783834478665,0.0,5.13
1783834478665,1783834478665,0.0,4.2
1783834478665,1783834478665,0.0,0.81
1783834478665,1783834478665,0.0,5.8
1783834478665,1783834478665,0.0,0.73
1783834478665,1783834478665,0.0,6.37
1783834478665,1783834478665,0.0,5.91
1783834478665,1783834478665,0.0,1.14
1783834478665,1783834478665,0.0,5.27
1783834478665,1783834478665,0.0,0.07
1783834478665,1783834478665,0.0,6.09
1783834478665,1783834478665,0.0,5.46
1783834478665,1783834478665,0.0,5.26
1783834478665,1783834478665,0.0,6.25
1783834478665,1783834478665,0.0,0.62
1783834478665,1783834478665,0.0,5.01
1783834478665,1783834478665,0.0,5.37
1783834478665,1783834478665,0.0,2.57
1783834478665,1783834478665,0.0,5.48
1783834478665,1783834478665,0.0,3.78
1783834478665,1783834478665,0.0,0.44
1783834478665,1783834478665,0.0,0.46
1783834478665,1783834478665,0.0,3.23
1783834478665,1783834478665,0.0,0.34
1783834478665,1783834478665,0.0,6.01
1783834478665,1783834478665,0.0,0.67
1783834478665,1783834478665,0.0,5.91
1783834478665,1783834478665,0.0,6.09
1783834478665,1783834478665,0.0,2.06
1783834478665,1783834478665,0.0,5.02
1783834478665,1783834478665,0.0,0.59
1783834478665,1783834478665,0.0,1.61
1783834478665,1783834478665,0.0,5.57
1783834478665,1783834478665,0.0,1.32
1783834478665,1783834478665,0.0,1.55
1783834478665,1783834478665,0.0,5.91
1783834478665,1783834478665,0.0,7.61
1783834483372,1783834483372,0.0,6.23
1783834483372,1783834483372,0.0,7.05
1783834483372,1783834483372,0.0,0.66
1783834483372,1783834483372,0.0,4.19
1783834483372,1783834483372,0.0,1.2
1783834483372,1783834483372,0.0,2.78
1783834483372,1783834483372,0.0,3.55
1783834483372,1783834483372,0.0,5.95
1783834483372,1783834483372,0.0,4.18
1783834483372,1783834483372,0.0,-0.05
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,0.0
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,0.0
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,0.01
1783834483372,1783834483372,0.0,0.0
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,33.3
1783834483372,1783834483372,0.0,15.18
1783834483372,1783834483372,0.0,11.9
1783834483372,1783834483372,0.0,11.01
1783834483372,1783834483372,0.0,7.02
1783834483372,1783834483372,0.0,6.56
1783834483372,1783834483372,0.0,5.4
1783834483372,1783834483372,0.0,2.09
1783834483372,1783834483372,0.0,3.66
1783834483372,1783834483372,0.0,0.64
1783834483372,1783834483372,0.0,4.56
1783834483372,1783834483372,0.0,5.2
1783834483372,1783834483372,0.0,1.32
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,0.0
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,26.01
1783834483372,1783834483372,0.0,9.2
1783834483372,1783834483372,0.0,11.26
1783834483372,1783834483372,0.0,3.06
1783834483372,1783834483372,0.0,2.31
1783834483372,1783834483372,0.0,1.73
1783834483372,1783834483372,0.0,4.91
1783834483372,1783834483372,0.0,5.48
1783834483372,1783834483372,0.0,0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,-0.05
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.05
1783834483372,1783834483372,0.0,0.01
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,0.0
1783834483372,1783834483372,0.0,23.33
1783834483372,1783834483372,0.0,10.84
1783834483372,1783834483372,0.0,4.91
1783834483372,1783834483372,0.0,9.29
1783834483372,1783834483372,0.0,7.38
1783834483372,1783834483372,0.0,0.6
1783834483372,1783834483372,0.0,7.18
1783834483372,1783834483372,0.0,5.64
1783834483372,1783834483372,0.0,5.44
1783834483372,1783834483372,0.0,5.35
1783834483372,1783834483372,0.0,-0.04
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,0.01
1783834483372,1783834483372,0.0,0.03
1783834483372,1783834483372,0.0,0.02
1783834483372,1783834483372,0.0,0.02
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,22.92
1783834483372,1783834483372,0.0,12.35
1783834483372,1783834483372,0.0,10.26
1783834483372,1783834483372,0.0,3.37
1783834483372,1783834483372,0.0,6.24
1783834483372,1783834483372,0.0,7.26
1783834483372,1783834483372,0.0,1.18
1783834483372,1783834483372,0.0,0.68
1783834483372,1783834483372,0.0,3.63
1783834483372,1783834483372,0.0,0.53
1783834483372,1783834483372,0.0,5.29
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.02
1783834483372,1783834483372,0.0,-0.03
1783834483372,1783834483372,0.0,0.0
1783834483372,1783834483372,0.0,-0.01
1783834483372,1783834483372,0.0,-0.05
1783834483372,1783834483372,0.0,14.72
1783834483372,1783834483372,0.0,10.36
1783834483372,1783834483372,0.0,4.62
1783834483372,1783834483372,0.0,6.89
1783834483372,1783834483372,0.0,4.45
1783834483372,1783834483372,0.0,1.99
1783834483372,1783834483372,0.0,2.86
1783834483372,1783834483372,0.0,1.04
1783834487260,1783834487260,0.0,4.06
1783834487260,1783834487260,0.0,5.11
1783834487260,1783834487260,0.0,2.36
1783834487260,1783834487260,0.0,5.39
1783834487260,1783834487260,0.0,1.76
1783834487260,1783834487260,0.0,3.8
1783834487260,1783834487260,0.0,5.45
1783834487260,1783834487260,0.0,3.35
1783834487260,1783834487260,0.0,1.16
1783834487260,1783834487260,0.0,2.58
1783834487260,1783834487260,0.0,2.61
1783834487260,1783834487260,0.0,5.42
1783834487260,1783834487260,0.0,6.26
1783834487260,1783834487260,0.0,7.5
1783834487260,1783834487260,0.0,4.81
1783834487260,1783834487260,0.0,6.38
1783834487260,1783834487260,0.0,5.99
1783834487260,1783834487260,0.0,5.3
1783834487260,1783834487260,0.0,2.81
1783834487260,1783834487260,0.0,5.1
1783834487260,1783834487260,0.0,2.42
1783834487260,1783834487260,0.0,2.59
1783834487260,1783834487260,0.0,5.51
1783834487260,1783834487260,0.0,4.66
1783834487260,1783834487260,0.0,1.76
1783834487260,1783834487260,0.0,5.9
1783834487260,1783834487260,0.0,1.12
1783834487260,1783834487260,0.0,2.26
1783834487260,1783834487260,0.0,4.47
1783834487260,1783834487260,0.0,1.55
1783834487260,1783834487260,0.0,2.13
1783834487260,1783834487260,0.0,1.81
1783834487260,1783834487260,0.0,5.54
1783834487260,1783834487260,0.0,5.41
1783834487260,1783834487260,0.0,3.55
1783834487260,1783834487260,0.0,4.78
1783834487260,1783834487260,0.0,7.47
1783834487260,1783834487260,0.0,1.4
1783834487260,1783834487260,0.0,-0.01
1783834487260,1783834487260,0.0,-0.01
1783834487260,1783834487260,0.0,-0.01
1783834487260,1783834487260,0.0,0.0
1783834487260,1783834487260,0.0,-0.01
1783834487260,1783834487260,0.0,-0.04
1783834487260,1783834487260,0.0,0.0
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,-0.02
1783834487260,1783834487260,0.0,-0.02
1783834487260,1783834487260,0.0,-0.02
1783834487260,1783834487260,0.0,-0.02
1783834487260,1783834487260,0.0,18.88
1783834487260,1783834487260,0.0,10.52
1783834487260,1783834487260,0.0,10.02
1783834487260,1783834487260,0.0,4.41
1783834487260,1783834487260,0.0,6.46
1783834487260,1783834487260,0.0,5.92
1783834487260,1783834487260,0.0,6.08
1783834487260,1783834487260,0.0,1.0
1783834487260,1783834487260,0.0,6.34
1783834487260,1783834487260,0.0,-0.04
1783834487260,1783834487260,0.0,-0.02
1783834487260,1783834487260,0.0,-0.01
1783834487260,1783834487260,0.0,-0.01
1783834487260,1783834487260,0.0,10.53
1783834487260,1783834487260,0.0,7.66
1783834487260,1783834487260,0.0,5.91
1783834487260,1783834487260,0.0,6.42
1783834487260,1783834487260,0.0,7.38
1783834487260,1783834487260,0.0,1.96
1783834487260,1783834487260,0.0,1.9
1783834487260,1783834487260,0.0,6.47
1783834487260,1783834487260,0.0,7.17
1783834487260,1783834487260,0.0,5.37
1783834487260,1783834487260,0.0,1.27
1783834487260,1783834487260,0.0,2.74
1783834487260,1783834487260,0.0,5.29
1783834487260,1783834487260,0.0,5.09
1783834487260,1783834487260,0.0,1.1
1783834487260,1783834487260,0.0,5.18
1783834487260,1783834487260,0.0,4.38
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,-0.03
1783834487260,1783834487260,0.0,11.65
1783834487260,1783834487260,0.0,2.69
1783834487260,1783834487260,0.0,1.59
1783834487260,1783834487260,0.0,6.5
1783834487260,1783834487260,0.0,1.08
1783834487260,1783834487260,0.0,4.88
1783834487260,1783834487260,0.0,5.53
1783834487260,1783834487260,0.0,5.72
1783834487260,1783834487260,0.0,0.89
1783834487260,1783834487260,0.0,4.41
1783834487260,1783834487260,0.0,2.0
1783834487260,1783834487260,0.0,6.07
1783834487260,1783834487260,0.0,6.35
1783834487260,1783834487260,0.0,6.84
1783834487260,1783834487260,0.0,-0.13
1783834487260,1783834487260,0.0,6.29
1783834487260,1783834487260,0.0,1.1
1783834487260,1783834487260,0.0,5.55
1783834487260,1783834487260,0.0,4.84
1783834487260,1783834487260,0.0,1.03
1783834487260,1783834487260,0.0,3.79
1783834487260,1783834487260,0.0,5.74
1783834487260,1783834487260,0.0,7.24
1783834487260,1783834487260,0.0,0.97
1783834487260,1783834487260,0.0,6.12
1783834487260,1783834487260,0.0,5.91
1783834487260,1783834487260,0.0,0.87
1783834487260,1783834487260,0.0,3.21
1783834487260,1783834487260,0.0,1.21
1783834487260,1783834487260,0.0,5.82
1783834487260,1783834487260,0.0,6.56
1783834487260,1783834487260,0.0,0.32
1783834487260,1783834487260,0.0,6.32
1783834487260,1783834487260,0.0,7.35
1783834487260,1783834487260,0.0,1.16
1783834487260,1783834487260,0.0,1.96
1783834487260,1783834487260,0.0,6.11
1783834487260,1783834487260,0.0,1.25
1783834487260,1783834487260,0.0,0.86
1783834487260,1783834487260,0.0,6.44
1783834487260,1783834487260,0.0,0.15
1783834487260,1783834487260,0.0,5.7
1783834487260,1783834487260,0.0,7.37
1783834487260,1783834487260,0.0,0.86
